"","price","bedrooms","bathrooms","Sqft_of_home","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","Sqft_of_livinge_room_2015","Sqft_of_lot_2015","Median_Income","Mean_Income","population","people_employed","people_educated","bachelor_degrees","grad_degrees","log_p"
"16246",550000,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,1900,1500,5496,60563,89761,35052,22656,25268,9679,6099,13.2176735572087
"16247",4e+05,3,1,1180,7537,1,0,0,3,7,1180,0,1969,1220,7425,81694,102856,42590,23454,30736,10266,5543,12.8992198260901
"16248",255000,4,1.75,1650,7200,1,0,0,3,7,1100,550,1977,1620,7374,67793,80105,36390,17983,23631,4197,1828,12.4490188241406
"16249",660000,3,1.75,2030,9032,2,0,2,4,7,2030,0,1963,2350,8937,86005,120029,24751,12214,17928,6228,3554,13.3999951140026
"16251",534000,4,2.25,2130,7210,1,0,0,5,7,1330,800,1965,1310,7896,86005,120029,24751,12214,17928,6228,3554,13.1881511179423
"16252",215000,3,1,1690,7700,1,0,0,4,7,1690,0,1969,1590,7700,46250,61010,46008,21432,30004,4648,1865,12.2783933071098
"16255",212000,3,1.75,1470,8350,1,0,0,3,7,1470,0,1990,1590,8182,71555,85389,32194,15530,21493,3623,1278,12.2643415536542
"16256",265000,3,1.75,1840,7300,1,0,0,3,8,1840,0,1966,1920,8010,72303,86045,50065,25296,32832,6007,3011,12.4874851049684
"16257",4e+05,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,1918,1550,5750,77781,103895,23968,13416,18608,7160,4064,12.8992198260901
"16258",311500,4,2.5,1940,10133,2,0,0,3,8,1940,0,1992,1940,7265,67793,80105,36390,17983,23631,4197,1828,12.6491546172096
"16260",225000,2,1,800,6050,1,0,0,4,6,800,0,1944,880,6050,60839,74831,25363,12091,17242,3113,1370,12.3238556811866
"16262",380000,3,1,1400,8710,1,0,0,4,7,1400,0,1948,1460,8710,58429,79111,26730,12973,18034,3308,1610,12.8479265317026
"16263",6e+05,4,2.5,2250,11370,2,0,0,3,8,2250,0,1991,2190,9611,81694,102856,42590,23454,30736,10266,5543,13.3046849341983
"16264",6e+05,3,2.25,2230,9053,2,0,0,4,9,2230,0,1987,2390,8038,79579,98318,26269,14444,19103,7289,4937,13.3046849341983
"16265",315000,3,2.5,1950,3000,2,0,0,3,7,1950,0,2001,1620,6000,58429,79111,26730,12973,18034,3308,1610,12.6603279178078
"16266",847000,5,1,2550,4623,2.5,0,0,4,9,2550,0,1905,1570,3875,60563,89761,35052,22656,25268,9679,6099,13.6494559736342
"16268",1058000,4,2,2290,11137,1,0,0,4,8,2290,0,1955,2300,10463,102374,148860,32587,17207,24560,9986,7517,13.8718908914004
"16270",664000,2,1.75,1720,5785,1,0,0,3,6,860,860,1948,1680,5184,55725,76481,44839,21938,31643,6978,4482,13.4060374284586
"16271",454450,4,3,2810,6000,2,0,0,3,9,2810,0,2007,2790,6000,96134,107851,34362,16520,22542,5616,2160,13.0268431755469
"16273",276693,4,1,1190,8875,1.5,0,0,4,7,1190,0,1946,1190,8875,75839,93844,34081,17844,25173,6790,4418,12.5306638672982
"16274",185000,2,1,1390,11340,1,0,0,4,7,1390,0,1969,1200,10224,49188,62468,32569,15655,21948,2957,1223,12.1281111040605
"16275",160000,2,2.5,1660,2258,2,0,0,3,7,1660,0,1981,1740,2390,89352,102333,44894,23934,31039,6640,2815,11.982929094216
"16276",270000,4,2.5,1920,8497,2,0,0,3,8,1920,0,1998,1940,8436,74144,89981,42380,20347,27351,6093,2792,12.5061772379805
"16277",3e+05,4,1.5,1460,8760,1,0,0,3,7,1460,0,1958,1610,9375,66323,89866,21087,10825,15070,3695,2129,12.6115377536383
"16278",264950,3,1.5,1370,10115,1,0,0,4,7,1370,0,1957,1450,9282,62842,82984,21567,10562,15210,2174,895,12.4872964079209
"16279",209950,2,1,1050,6250,1,0,0,4,6,840,210,1943,1310,12500,49188,62468,32569,15655,21948,2957,1223,12.2546246861123
"16284",289950,3,2.5,2070,5013,2,0,0,3,8,2070,0,1987,1670,5013,72303,86045,50065,25296,32832,6007,3011,12.5774637733046
"16288",260000,3,2.25,1950,9600,1,0,0,4,7,1200,750,1987,1760,8850,74144,89981,42380,20347,27351,6093,2792,12.4684369099977
"16290",295500,3,1.75,1330,10523,1,0,0,3,7,1000,330,1981,1320,8775,61736,75782,22659,12062,16157,3521,1623,12.5964241158283
"16291",329000,4,2,1190,7877,1.5,0,0,5,7,1190,0,1946,1480,9975,75839,93844,34081,17844,25173,6790,4418,12.7038130297475
"16292",750000,3,1.75,2770,15232,1,0,0,3,8,1570,1200,1976,2340,11400,113778,152406,37519,18235,25978,9109,6951,13.5278284855125
"16293",495000,4,2.5,2310,7555,2,0,0,3,9,2310,0,1997,1980,8416,75839,93844,34081,17844,25173,6790,4418,13.1123130415508
"16294",672500,3,1.75,1580,5750,1,0,2,4,8,1330,250,1947,2480,5750,87486,126065,20871,11579,15645,6235,4309,13.4187573904581
"16296",405000,3,2.5,1500,9636,2,0,0,3,7,1500,0,1994,1700,9656,76961,93562,31650,16774,22247,7402,3131,12.9116423460887
"16297",620000,3,1.75,2140,5808,1,0,1,3,7,1070,1070,1947,1930,5808,73794,122395,23912,15342,17421,7218,5057,13.3374747570213
"16298",615000,4,2.25,2330,7020,1,0,0,4,8,1450,880,1973,2330,8500,113778,152406,37519,18235,25978,9109,6951,13.3293775467887
"16304",365000,3,1.5,1520,8519,1,0,0,3,7,1520,0,1954,1570,9000,53836,69529,46329,24878,34944,9717,4648,12.8076526325646
"16306",321000,4,2.5,1830,9601,2,0,0,3,7,1830,0,2003,1830,5892,96134,107851,34362,16520,22542,5616,2160,12.6791964021122
"16307",280000,3,2.5,1550,4486,2,0,0,3,7,1550,0,2000,1700,4487,71555,85389,32194,15530,21493,3623,1278,12.5425448821514
"16308",288000,3,2.5,1520,3593,2,0,0,3,7,1520,0,2004,1610,3612,96134,107851,34362,16520,22542,5616,2160,12.5707157591181
"16309",248500,3,2,1240,12285,1,0,0,3,7,620,620,1939,1560,11564,72303,86045,50065,25296,32832,6007,3011,12.4231981245188
"16310",330000,4,2.5,2380,13550,2,0,0,3,7,2380,0,1999,1230,9450,42965,57503,24836,12329,16809,2320,810,12.7068479334427
"16312",445000,3,2.5,2210,8010,2,0,0,3,8,2210,0,1998,2430,9600,93380,114017,14635,7906,10127,2721,1139,13.0058295611484
"16313",198500,2,1,1050,9600,1,0,0,4,6,1050,0,1959,990,8880,72303,86045,50065,25296,32832,6007,3011,12.1985443791094
"16315",336500,3,2.25,1420,3433,2,0,0,4,7,1420,0,1981,1150,3432,81694,102856,42590,23454,30736,10266,5543,12.7263534280669
"16316",267000,3,2.5,1690,10336,2,0,0,4,7,1690,0,1989,1580,7700,71563,91389,4918,2341,3418,595,303,12.4950039373824
"16321",299000,3,1,1390,9624,1.5,0,0,4,7,1390,0,1954,1440,9624,75839,93844,34081,17844,25173,6790,4418,12.6081988523728
"16322",420000,3,2.5,1470,1445,2,0,0,3,8,1160,310,2005,1470,1525,100725,118764,26586,13667,18180,7016,5137,12.9480099902596
"16324",575950,3,2.25,1640,12000,1,0,0,3,7,1180,460,1967,1620,12000,86005,120029,24751,12214,17928,6228,3554,13.2637761303547
"16326",180000,4,1.5,1740,7292,1,0,0,3,7,1020,720,1962,1740,7573,49188,62468,32569,15655,21948,2957,1223,12.1007121298723
"16328",1030000,4,3.5,2730,5607,1,0,0,5,9,1660,1070,1948,1720,5400,87486,126065,20871,11579,15645,6235,4309,13.8450693602058
"16329",390000,3,1.75,1435,8960,1,0,0,4,8,1435,0,1969,2030,9450,82134,95411,44430,23280,30762,8545,3142,12.8739020181058
"16330",253500,3,1,1640,12384,1,0,0,4,7,1090,550,1954,1550,11200,46250,61010,46008,21432,30004,4648,1865,12.4431191020134
"16332",255000,4,2.5,1580,7800,1,0,0,4,7,1580,0,1959,1320,7800,93918,113787,36409,18884,24796,7243,3704,12.4490188241406
"16333",257000,3,2.5,1740,3721,2,0,0,3,8,1740,0,2009,2030,3794,45078,54713,33817,14272,21690,2015,637,12.4568313638774
"16334",869000,2,1.75,1900,13122,1,1,4,3,7,1100,800,1954,1650,13160,60839,74831,25363,12091,17242,3113,1370,13.6750984042475
"16337",350000,3,1.75,2130,7500,1,0,0,4,7,1090,1040,1956,1590,7500,66323,89866,21087,10825,15070,3695,2129,12.7656884334656
"16338",475000,3,2.5,950,1110,2,0,0,3,8,950,0,2003,1230,1215,75155,103436,23655,17991,19623,8339,5895,13.0710700830168
"16340",175000,2,1,830,2699,1,0,0,3,7,830,0,1996,1030,3574,96134,107851,34362,16520,22542,5616,2160,12.0725412529057
"16341",1e+05,2,0.75,660,5240,1,0,0,4,4,660,0,1912,850,5080,49591,64172,36368,17036,23244,3865,1371,11.5129254649702
"16342",890000,5,1,2590,4652,2,0,0,4,8,2310,280,1907,2360,4650,60563,89761,35052,22656,25268,9679,6099,13.6989767417083
"16343",280000,3,2.5,1600,4271,2,0,0,3,7,1600,0,2000,1700,4746,71555,85389,32194,15530,21493,3623,1278,12.5425448821514
"16347",480000,3,2.5,1640,7847,2,0,0,3,8,1640,0,1987,1870,6079,100725,118764,26586,13667,18180,7016,5137,13.0815413828841
"16348",440000,3,1.75,1500,6180,1,0,0,4,6,1060,440,1947,1740,6180,55725,76481,44839,21938,31643,6978,4482,12.9945300058944
"16351",449950,3,1.75,1470,7590,1,0,0,3,7,1470,0,1988,1700,5080,92316,108574,31921,19236,23976,9337,6322,13.0168917444621
"16352",367000,2,1,700,2334,1,0,0,3,7,700,0,1945,2300,5000,92316,108574,31921,19236,23976,9337,6322,12.8131171270367
"16354",201000,3,1,900,7576,1,0,0,4,6,900,0,1959,1220,7452,45078,54713,33817,14272,21690,2015,637,12.2110601870412
"16355",575000,3,1.75,2010,3800,2,0,0,2,7,2010,0,1922,1540,3800,103816,162949,22230,12734,16892,6256,6715,13.2621253197795
"16356",295000,3,2.5,1940,10350,1,0,0,3,7,1420,520,1979,1810,7800,71555,85389,32194,15530,21493,3623,1278,12.594730635322
"16357",190000,3,1,1510,8760,1,0,0,4,6,1510,0,1946,1040,7828,45078,54713,33817,14272,21690,2015,637,12.1547793511426
"16358",742500,2,3,2020,5000,1,0,0,3,8,1350,670,1952,1160,1118,92316,108574,31921,19236,23976,9337,6322,13.517778149659
"16361",6e+05,4,2.25,3070,8400,2,0,0,4,8,3070,0,1970,1880,8000,81694,102856,42590,23454,30736,10266,5543,13.3046849341983
"16362",207000,3,1.5,1460,11100,1,0,0,3,7,1460,0,1956,1460,11100,46250,61010,46008,21432,30004,4648,1865,12.2404740722475
"16364",275000,2,1,830,5610,1,0,0,3,6,830,0,1922,1310,2793,68342,92756,22849,12110,16469,5243,2623,12.5245263766487
"16366",262500,3,2,1130,7200,1,0,0,4,6,1130,0,1944,1270,7500,66323,89866,21087,10825,15070,3695,2129,12.4780063610138
"16367",399000,2,1,1120,8661,1,0,0,3,7,1120,0,1946,1470,7205,54561,77284,39254,21120,28365,8769,6040,12.896716695872
"16368",139000,4,1.5,1410,10648,1,0,0,4,7,1410,0,1966,1410,10522,52713,65762,36730,16092,22367,3349,1133,11.8422292121128
"16369",575000,3,2.5,1750,4797,2,0,0,4,7,1750,0,1991,1750,4293,105449,140627,36105,19304,26215,10665,6318,13.2621253197795
"16371",468000,3,2.25,1630,2490,2,0,0,3,7,1630,0,2004,1630,2680,120970,152901,21185,10046,14975,5486,4300,13.0562235748998
"16372",230000,3,1,1380,10112,1,0,0,4,7,940,440,1963,1240,10112,72303,86045,50065,25296,32832,6007,3011,12.3458345879053
"16375",332100,5,3.5,2660,6978,2,0,0,3,8,1980,680,1996,2220,7294,74144,89981,42380,20347,27351,6093,2792,12.7131914073648
"16376",175000,2,1,620,6600,1,0,0,3,6,620,0,1963,1050,6600,49188,62468,32569,15655,21948,2957,1223,12.0725412529057
"16379",525000,3,1.75,1470,6550,1,0,2,3,7,1070,400,1916,1440,6550,68342,92756,22849,12110,16469,5243,2623,13.1711535415738
"16380",189000,3,1,1380,7282,1.5,0,0,5,6,1380,0,1915,860,4826,45078,54713,33817,14272,21690,2015,637,12.1495022940418
"16381",629950,3,2.5,1680,1683,2,0,0,3,9,1120,560,2014,1610,1618,73794,122395,23912,15342,17421,7218,5057,13.3533957301388
"16383",490000,3,2.25,1630,7573,1,0,2,3,7,1230,400,1983,1550,7695,81694,102856,42590,23454,30736,10266,5543,13.1021606700868
"16384",415000,3,1.75,1790,15142,1,0,0,3,7,1360,430,1976,1910,7500,106545,144116,22779,11864,15725,5230,3141,12.9360337992128
"16386",781000,3,1.5,1290,8175,1,0,0,4,7,820,470,1952,2130,8577,102374,148860,32587,17207,24560,9986,7517,13.5683304288218
"16387",4e+05,4,2.25,2420,7927,1,0,0,4,7,1400,1020,1973,2120,7693,53836,69529,46329,24878,34944,9717,4648,12.8992198260901
"16392",355000,2,1,900,6656,1,0,0,3,7,900,0,1940,1230,6400,68342,92756,22849,12110,16469,5243,2623,12.7798730684576
"16395",3e+05,3,1.75,1450,7620,1,0,0,4,7,1050,400,1955,1380,7620,66323,89866,21087,10825,15070,3695,2129,12.6115377536383
"16398",395000,2,1.75,1210,1161,2,0,0,3,8,1210,0,2014,1700,2285,100725,118764,26586,13667,18180,7016,5137,12.8866410438833
"16399",245000,3,1.5,2100,10000,1,0,0,4,7,2100,0,1954,1300,7500,55845,70268,36495,17499,25240,3891,1913,12.4090134895269
"16400",206000,3,1,1060,9600,1,0,0,4,6,1060,0,1962,1060,9604,72303,86045,50065,25296,32832,6007,3011,12.2356314477717
"16401",706000,4,2.5,3280,16575,1,0,0,3,9,2190,1090,1972,1570,13209,42965,57503,24836,12329,16809,2320,810,13.4673705164754
"16402",578000,3,1.5,1660,6000,1.5,0,0,3,7,1660,0,1937,1640,6000,87486,126065,20871,11579,15645,6235,4309,13.2673291476545
"16403",341950,5,3,3070,5252,2,0,0,3,8,3070,0,2005,2760,5203,89352,102333,44894,23934,31039,6640,2815,12.7424198065262
"16404",305000,3,1,1150,9048,1,0,0,2,7,1150,0,1922,1550,8207,105449,140627,36105,19304,26215,10665,6318,12.6280670555895
"16405",575000,3,2.75,1710,3600,1,0,0,3,7,1590,120,1909,1710,3600,73794,122395,23912,15342,17421,7218,5057,13.2621253197795
"16407",445000,4,2.25,2130,7200,2,0,0,3,7,2130,0,1972,1990,7200,81694,102856,42590,23454,30736,10266,5543,13.0058295611484
"16408",333000,3,1,1050,7560,1,0,0,3,7,1050,0,1951,1490,7560,68342,92756,22849,12110,16469,5243,2623,12.7158977689626
"16409",598500,4,2.5,2520,3980,2,0,0,3,8,2520,0,2005,2610,3980,102025,125816,27855,14967,19891,6923,4184,13.3021818039802
"16410",225000,2,1,700,6000,1,0,0,3,6,700,0,1943,1320,6000,61736,75782,22659,12062,16157,3521,1623,12.3238556811866
"16413",779000,5,2.25,2830,7738,2,0,0,4,8,2830,0,1977,2300,9840,113778,152406,37519,18235,25978,9109,6951,13.5657663248529
"16415",322968,5,1.75,1890,9600,1,0,0,4,7,1890,0,1960,2350,5308,90588,106180,21568,10783,14892,4806,2727,12.6853085260895
"16416",595000,4,2.5,2910,7287,2,0,0,3,8,2910,0,1998,2420,6180,120814,136924,13977,7166,8997,3605,1563,13.2963166845278
"16420",530000,3,1,1340,4284,1,0,0,3,7,1080,260,1910,1960,4080,49647,91786,45515,22940,20694,7943,7250,13.1806322855283
"16421",352750,2,1.75,1060,1241,2,0,0,3,7,960,100,2008,1170,1400,62633,93145,28302,16189,21495,6420,3829,12.7735148697151
"16422",424950,4,2.5,2480,8563,2,0,0,3,8,2480,0,1992,2460,8660,96134,107851,34362,16520,22542,5616,2160,12.9597267939268
"16423",427000,5,2.75,2220,4000,1,0,0,3,7,1230,990,1973,1580,4000,62633,93145,28302,16189,21495,6420,3829,12.9645392922108
"16424",558000,4,2.5,3220,5120,2,0,0,3,9,2420,800,2000,1770,7680,55725,76481,44839,21938,31643,6978,4482,13.2321142413634
"16428",548000,4,3.25,3420,5012,2,0,0,3,10,2330,1090,2008,2320,5465,96630,114944,11143,5672,7326,2416,731,13.2140305659302
"16429",411715,3,1.75,1840,5101,1,0,0,5,7,1040,800,1952,1340,5000,53143,71222,24681,12269,16958,3293,1439,12.9280866413911
"16433",399950,4,2.5,2350,5100,2,0,0,3,8,2350,0,2003,2190,5100,96134,107851,34362,16520,22542,5616,2160,12.899094818277
"16437",410000,3,1.75,1510,6597,1,0,0,4,6,950,560,1939,1460,5320,62633,93145,28302,16189,21495,6420,3829,12.9239124386805
"16438",472000,2,2.25,1800,2748,2,0,0,4,9,1800,0,1979,1800,2755,86005,120029,24751,12214,17928,6228,3554,13.0647342645677
"16439",755000,3,2.5,2420,8856,1,0,3,3,9,1620,800,1957,2650,9750,55725,76481,44839,21938,31643,6978,4482,13.5344730282312
"16440",269900,5,1.75,1750,8325,1,0,0,5,7,1750,0,1966,1430,8325,67793,80105,36390,17983,23631,4197,1828,12.5058067990061
"16443",544000,3,2.5,1460,1613,2,0,0,3,8,1180,280,2007,1460,1403,92316,108574,31921,19236,23976,9337,6322,13.2067045258381
"16444",8e+05,2,1,1570,5000,1.5,0,3,4,8,1570,0,1924,1760,3000,62633,93145,28302,16189,21495,6420,3829,13.5923670066501
"16446",227000,4,1,1200,7200,1.5,0,0,3,6,1200,0,1944,1070,6050,60839,74831,25363,12091,17242,3113,1370,12.3327052964635
"16448",625000,3,3,1820,1641,3,0,0,3,8,1540,280,2006,1720,1501,73794,122395,23912,15342,17421,7218,5057,13.3455069287185
"16451",515000,4,2.5,1910,8947,1,0,0,4,8,1160,750,1970,1920,7350,76961,93562,31650,16774,22247,7402,3131,13.1519221796459
"16452",377000,4,2,1640,5014,1,0,0,4,7,930,710,1982,1600,5452,53848,67124,24603,13130,17270,4080,1622,12.8400004664301
"16453",6e+05,3,1,1480,17360,1,0,1,3,8,1480,0,1954,2250,8720,90625,106952,15415,9096,12025,4487,2404,13.3046849341983
"16454",525300,4,1.75,2520,7770,1,0,0,3,8,1680,840,1965,2340,7770,92938,124737,19328,9763,14653,5414,3500,13.1717248069421
"16456",202000,2,1,840,7200,1,0,0,4,5,840,0,1907,1030,7200,49591,64172,36368,17036,23244,3865,1371,12.2160229763833
"16459",175000,3,1,1480,8415,1,0,0,3,7,1080,400,1967,1780,8512,42965,57503,24836,12329,16809,2320,810,12.0725412529057
"16460",440000,4,1.75,1920,7986,1,0,0,3,7,960,960,1952,1700,7452,54561,77284,39254,21120,28365,8769,6040,12.9945300058944
"16461",197000,2,1,770,8636,1,0,0,2,6,770,0,1951,1110,8636,58429,79111,26730,12973,18034,3308,1610,12.1909590077201
"16462",254000,3,1,1010,7384,1,0,2,5,6,1010,0,1943,1010,8000,73330,94174,33944,18957,24046,6177,2986,12.4450895460007
"16464",416000,2,1,940,4264,1,0,0,5,7,940,0,1949,1630,4472,68342,92756,22849,12110,16469,5243,2623,12.9384405392434
"16466",2e+05,4,2.75,1910,7210,1,0,0,4,7,1430,480,1980,1750,7446,52713,65762,36730,16092,22367,3349,1133,12.2060726455302
"16467",658100,4,2.5,2430,8509,2,0,0,3,9,2430,0,1992,2760,8509,100725,118764,26586,13667,18180,7016,5137,13.3971121744442
"16468",397000,2,1.75,1610,4104,1,0,0,3,7,950,660,1996,1510,5284,55725,76481,44839,21938,31643,6978,4482,12.8916915596693
"16469",815000,3,3.75,2780,5002,2,0,0,3,10,2780,0,1999,3110,5717,79579,98318,26269,14444,19103,7289,4937,13.610943392223
"16470",345000,2,1,1160,8504,1,0,0,4,7,1160,0,1949,1320,8504,75839,93844,34081,17844,25173,6790,4418,12.7512996960135
"16471",305500,4,2.5,1850,7199,2,0,0,4,7,1850,0,1989,1940,7432,67793,80105,36390,17983,23631,4197,1828,12.6297050575938
"16472",340000,3,2.25,2120,13090,1,0,0,3,8,2120,0,1997,1400,12039,45078,54713,33817,14272,21690,2015,637,12.7367008965923
"16473",330000,5,2.5,2620,12763,1,0,0,3,7,1400,1220,1979,2390,9156,81694,102856,42590,23454,30736,10266,5543,12.7068479334427
"16474",269000,4,2.5,2060,3608,2,0,0,3,7,2060,0,2004,2060,3608,55845,70268,36495,17499,25240,3891,1913,12.502466658584
"16476",431000,3,1,1500,6240,1,0,0,4,7,1500,0,1953,1230,6240,54561,77284,39254,21120,28365,8769,6040,12.9738633690859
"16477",735000,4,1.75,2380,5700,2,0,1,4,7,1820,560,1946,2190,5700,49647,91786,45515,22940,20694,7943,7250,13.507625778195
"16478",414000,5,3,3045,5030,2,0,0,3,8,3045,0,1999,3045,5322,82134,95411,44430,23280,30762,8545,3142,12.9336212528075
"16479",619500,3,2.5,1700,4105,2,0,0,3,8,1700,0,1992,1880,3665,60563,89761,35052,22656,25268,9679,6099,13.3366679800513
"16480",675000,3,1.75,1240,13869,1,0,0,4,7,1240,0,1957,1970,7790,105449,140627,36105,19304,26215,10665,6318,13.4224679698547
"16481",380500,3,1,1410,7854,1,0,0,4,7,1410,0,1971,1460,7500,81694,102856,42590,23454,30736,10266,5543,12.8492414562839
"16482",253000,3,1.5,880,6600,1,0,0,5,6,880,0,1945,1020,6600,60839,74831,25363,12091,17242,3113,1370,12.4411447677097
"16483",157500,2,1,740,9003,1,0,0,3,5,740,0,1949,1230,8050,67793,80105,36390,17983,23631,4197,1828,11.9671807372478
"16485",469500,4,2.5,2090,7241,1,0,0,4,7,1140,950,2001,1510,7402,81694,102856,42590,23454,30736,10266,5543,13.0594235776305
"16486",319950,2,1,920,8341,1,0,0,3,7,920,0,1939,2330,9792,58429,79111,26730,12973,18034,3308,1610,12.6759200125676
"16487",249500,3,1,1180,7200,1,0,0,4,7,1180,0,1968,1180,7200,82134,95411,44430,23280,30762,8545,3142,12.4272141941737
"16488",485000,3,1,1260,3230,1.5,0,0,3,7,1260,0,1907,1700,3500,73794,122395,23912,15342,17421,7218,5057,13.0919041699196
"16490",314500,3,1.75,1700,17355,1,0,0,3,7,1200,500,1978,1900,9528,96134,107851,34362,16520,22542,5616,2160,12.6587393551226
"16491",220000,2,1,770,8149,1,0,0,3,6,770,0,1948,880,8149,75839,93844,34081,17844,25173,6790,4418,12.3013828253345
"16492",444950,3,2.5,2020,7800,1,0,0,4,7,1330,690,1958,1870,7800,53836,69529,46329,24878,34944,9717,4648,13.005717195285
"16495",595000,3,2.5,1750,3354,2,0,0,4,7,1750,0,1991,1750,4286,105449,140627,36105,19304,26215,10665,6318,13.2963166845278
"16497",542500,4,2.5,2330,14289,2,0,0,4,8,2330,0,1978,2210,12823,79579,98318,26269,14444,19103,7289,4937,13.2039433643968
"16499",298500,3,2,2420,8800,1,0,0,4,7,1420,1000,1959,1546,8666,42965,57503,24836,12329,16809,2320,810,12.6065252118148
"16500",403950,2,1,710,1136,2,0,0,4,7,710,0,1943,1370,1173,75155,103436,23655,17991,19623,8339,5895,12.9090463869079
"16501",271000,2,1,710,4240,1,0,0,4,6,710,0,1942,850,5200,53848,67124,24603,13130,17270,4080,1622,12.5098740998618
"16502",335000,2,1,1510,3844,1,0,0,4,7,1510,0,1923,1170,3844,53836,69529,46329,24878,34944,9717,4648,12.7218858108072
"16503",305000,2,2.25,1610,1968,2,0,0,5,7,1610,0,1979,1950,1968,73330,94174,33944,18957,24046,6177,2986,12.6280670555895
"16504",630000,3,3,1880,2200,2,0,0,3,8,1520,360,2007,1500,1426,77170,95689,23488,16073,19719,8553,4848,13.3534750983677
"16505",253000,2,1.75,1220,5000,1,0,0,5,7,860,360,1921,1120,5000,61736,75782,22659,12062,16157,3521,1623,12.4411447677097
"16506",395000,4,1.75,2060,7900,1,0,0,4,7,1070,990,1957,1830,8000,86005,120029,24751,12214,17928,6228,3554,12.8866410438833
"16507",265000,3,2.5,1340,10290,1,0,0,4,7,1140,200,1981,1760,7903,89352,102333,44894,23934,31039,6640,2815,12.4874851049684
"16508",225000,2,1,1030,9192,1,0,0,4,6,1030,0,1959,1030,9190,82134,95411,44430,23280,30762,8545,3142,12.3238556811866
"16509",338500,4,2.5,2717,4513,2,0,0,3,8,2717,0,2005,2550,4841,71555,85389,32194,15530,21493,3623,1278,12.7322793713345
"16510",3e+05,2,1.75,1360,8100,1,0,0,3,7,860,500,1975,1830,6766,92938,124737,19328,9763,14653,5414,3500,12.6115377536383
"16511",255000,2,1,1260,7810,2,0,0,3,6,1260,0,1945,1260,7755,60839,74831,25363,12091,17242,3113,1370,12.4490188241406
"16512",337000,4,3,2240,8504,2,0,0,3,7,2240,0,1992,1570,8460,75839,93844,34081,17844,25173,6790,4418,12.7278382093345
"16513",324900,3,2.25,2080,9740,2,0,0,3,8,2080,0,1988,2080,8705,74144,89981,42380,20347,27351,6093,2792,12.6912727216572
"16516",885000,4,3.5,3310,6000,2,0,2,3,8,2200,1110,2010,1420,6000,90625,106952,15415,9096,12025,4487,2404,13.6933429239901
"16518",304000,3,1,900,7500,1,0,0,4,7,900,0,1972,1960,7500,81694,102856,42590,23454,30736,10266,5543,12.6247829803884
"16519",376000,2,1,880,2400,1,0,0,3,6,760,120,1918,1180,6300,55725,76481,44839,21938,31643,6978,4482,12.837344422372
